brand,model,year,generation,restyling,price,engine_volume,fuel_t,power_hp,transmission,drive,body-type,mileage,owners,steering,equipment
Volkswagen,Golf,2012,6,False,2012,1.6,бензин,102,робот,передний,хэтчбек 5 дв.,215400,4,левый,1.6 DSG Trendline 5dr.
Mazda,Familia S Wagon,1999,9,False,1999,1.5,бензин,110,АКПП,передний,универсал,200000,4,правый,1.5 S
Nissan,Note,2019,2,True,2019,1.2,бензин,98,вариатор,передний,хэтчбек,98000,2,правый,1.2 X DIG-S Black Arrow
Toyota,Corolla,2005,9,True,2005,1.4,бензин,97,механика,передний,хэтчбек 5 дв.,191000,N/A,левый,N/A
Skoda,Superb,2016,3,False,2016,1.8,бензин,180,робот,передний,лифтбек,147472,1,левый,Skoda Superb III 1.8 AMT (180 л.с.)
Toyota,Corolla Fielder,2004,1,True,2004,1.5,бензин,110,АКПП,передний,универсал,350000,2,правый,1.5 X G edition
УАЗ,Патриот,2014,1,True,2014,2.7,бензин,128,механика,4WD,внедорожник,N/A,N/A,левый,N/A
Лада,2106,2001,1,False,21062001,1.6,бензин,75,механика,задний,седан,35100,4,левый,1.6 MT4 2106
Subaru,Levorg,2016,1,False,2016,1.6,бензин,170,вариатор,4WD,универсал,177200,2,правый,1.6 GT EyeSight 4WD; автоматическая коробка передач
УАЗ,Буханка,2011,N/A,False,2011,2.7,бензин,112,механика,4WD,минивэн,125500,3,левый,N/A
Citroen,C4,2007,1,False,42007,1.6,бензин,110,АКПП,передний,хэтчбек 3 дв.,211821,3,левый,1.6i AT Base
Toyota,Prius,2014,3,True,2014,1.8,бензин,99,вариатор,передний,лифтбек,189330,1,правый,1.8 S Touring Selection MY COORDE
Jetour,Dashing,2025,1,False,2025,1.5,бензин,147,робот,передний,внедорожник,150000,N/A,левый,1.5T DCT Elite
Лада,Гранта,2020,1,True,2020,1.6,бензин,87,механика,передний,седан,78599,3,левый,1.6 MT Standart; 1.6 литра; седан; б/у; передний привод
Jetour,Dashing,2023,1,False,2023,1.5,бензин,147,робот,передний,внедорожник,20300,1,левый,1.5T DCT Luxury
Daewoo,Nexia,2008,1,True,2008,1.5,бензин,75,механика,передний,седан,210000,4,левый,N/A
Toyota,Corolla Levin,1993,6,True,1993,1.6,бензин,83,автомат,передний,купе,200000,4,правый,люк работает в двух положениях.
Volkswagen,Polo,2019,5,True,2019,1.6,бензин,110,АКПП,передний,седан,18930,1,левый,1.6 MPI AT Select
Kia,Ceed,2019,3,False,2019,1.6,бензин,128,АКПП,передний,хэтчбек 5 дв.,56000,1,левый,1.6 AT Comfort; хэтчбек 5 дв.; ХМАО; пробег
Opel,Zafira,2002,1,False,2002,2.0,дизель,100,механика,передний,минивэн,465000,1,левый,2.0 DTI MT Comfort; МКПП; дизель; серебристый
Toyota,Corolla,2007,10,False,2007,1.6,бензин,124,робот,передний,седан,273000,2,левый,1.6 MultiMode Престиж
Toyota,Cresta,1984,2,False,1984,2.0,бензин,145,АКПП,задний,седан,320000,4,правый,2000 EFI Turbo Super Lucent
GAC,GS5,2020,1,False,52020,1.5,бензин,137,механика,передний,внедорожник,112854,1,левый,1.5 MT Comfort
Лада,2115 Самара,2005,1,False,2115,1.5,бензин,76,механика,передний,седан,N/A,N/A,левый,1.5i MT Базовая; бензин; 1.5 литра
Лада,Приора,2009,1,False,2009,1.6,бензин,98,механика,передний,хэтчбек 5 дв.,224000,2,левый,N/A
Toyota,Land Cruiser Prado,2021,4,True,2021,2.8,дизель,200,АКПП,4WD,джип/suv 5 дв.,149388,1,левый,2.8D AT Престиж
Renault,Sandero,2016,2,False,2016,1.6,бензин,102,АКПП,передний,хэтчбек,90000,2,левый,1.6 AT Privilege
KG,Mobility Torres,2024,1,False,2024,1.5,бензин,163,автомат,передний,внедорожник,100000,N/A,левый,данного автомобиля: DREAM Передний привод
Toyota,RAV4,2017,4,True,42017,2.0,бензин,146,вариатор,4WD,джип/suv 5 дв.,158000,1,левый,Comfort; передний привод; вариатор...
KG,Mobility Rexton,2024,1,False,2024,2.0,бензин,225,АКПП,4WD,джип/suv 5 дв.,N/A,50,левый,2.0 GDI AT 4WD Limited Перу
Лада,Приора,2012,1,False,2012,1.6,бензин,98,механика,передний,седан,160000,3,левый,1.6 MT Люкс SE 21703-03-043
Mercedes,Benz CLK Class,1999,1,False,1999,2.3,бензин,142,автомат,задний,купе,200000,4,левый,N/A
Chevrolet,Lacetti,2010,1,False,2010,1.6,бензин,109,АКПП,передний,седан,289000,N/A,левый,N/A
Mercedes,Benz A Class,2017,3,True,2017,1.6,бензин,122,робот,передний,хэтчбек 5 дв.,121567,2,левый,N/A
Toyota,Corolla,2002,9,False,2002,1.6,бензин,110,АКПП,передний,хэтчбек 5 дв.,270000,3,левый,1.6 AT Sol
Toyota,Sienta,2022,3,False,2022,1.5,бензин,120,вариатор,передний,минивэн,382,N/A,правый,1.5 Z 7-Seater
Chevrolet,Lanos,2006,1,False,2006,1.5,бензин,86,механика,передний,седан,277230,4,N/A,N/A
Kia,Rio,2012,3,False,2012,1.6,бензин,123,механика,передний,седан,155000,N/A,левый,N/A
Toyota,Voxy,2006,1,True,2006,2.0,бензин,155,вариатор,передний,минивэн,260000,2,правый,2.0 trans X; пробег 260тысяч км; передний привод; б/у
Запрошенная,вами страница не существует!,N/A,N/A,False,N/A,N/A,электро,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kia,Ceed,2018,2,True,2018,1.6,бензин,130,АКПП,передний,хэтчбек 5 дв.,93600,N/A,левый,1.6 AT Luxe; бу; 1.6 литра
Mitsubishi,ASX,2013,1,True,2013,1.8,бензин,140,вариатор,передний,внедорожник,171700,N/A,левый,1.8 CVT Intense; бензин
Hyundai,Santa Fe,2013,3,False,2013,2.4,бензин,175,АКПП,4WD,внедорожник,130322,2,левый,Обзор: Противотуманные фары; Ксеноновые/Биксеноновые фары; Датчик дождя; Датчик света; Электрообогрев боковых зеркал; Омыватель фар; Электрообогрев лобового стекла; Электрообогрев форсунок стеклоомывателей
Infiniti,Q50,2014,4,False,502014,2.0,бензин,211,АКПП,задний,седан,185879,2,левый,Обзор: Светодиодные фары; Датчик дождя; Датчик света; Электрообогрев боковых зеркал; Омыватель фар; Система адаптивного освещения; Система управления дальним светом; Электрообогрев зоны стеклоочистителей; Автоматический корректор фар
Nissan,Murano,2012,2,True,2012,3.5,бензин,249,вариатор,4WD,джип/suv 5 дв.,232000,N/A,левый,3.5 CVT LE
Skoda,Rapid,2019,1,True,2019,1.6,бензин,110,АКПП,передний,лифтбек,88000,N/A,левый,1.6 MPI AT Hockey Edition Active
Toyota,Land Cruiser Prado,2018,4,True,2018,2.7,бензин,163,АКПП,4WD,джип/suv 5 дв.,144300,N/A,левый,2.7 AT Стандарт
Honda,Freed,2021,2,True,2021,1.5,бензин,129,вариатор,передний,минивэн,31000,1,правый,1.5 G Honda Sensing (6-Seater); цвет зеленый
Kia,Ceed,2013,2,False,2013,1.6,бензин,129,АКПП,передний,универсал,137120,2,левый,Обзор: Противотуманные фары; Ксеноновые/Биксеноновые фары; Датчик света; Электрообогрев боковых зеркал; Электрообогрев лобового стекла
Лада,Х рей Кросс,2019,1,False,2019,1.8,бензин,122,механика,передний,внедорожник,71127,2,левый,Обзор: Противотуманные фары; Ксеноновые/Биксеноновые фары; Датчик дождя; Датчик света; Электрообогрев боковых зеркал; Электрообогрев лобового стекла
Skoda,Yeti,2015,1,True,2015,1.4,бензин,122,робот,передний,внедорожник,138401,1,левый,Обзор: Противотуманные фары; Датчик дождя; Датчик света; Электрообогрев боковых зеркал; Электрообогрев лобового стекла; Электрообогрев форсунок стеклоомывателей
Toyota,Land Cruiser Prado,2011,4,False,2011,3.0,дизель,173,АКПП,4WD,джип/suv 5 дв.,222000,2,левый,3.0 TD AT Elegance
Toyota,Corolla Fielder,2005,1,True,2005,1.5,бензин,110,АКПП,передний,универсал,87000,2,правый,1.5 X G edition
Daewoo,Nexia,2007,1,True,2007,N/A,электро,N/A,N/A,передний,седан,555555,4,левый,N/A
Chevrolet,Cruze,2012,1,True,2012,1.8,бензин,141,АКПП,передний,хэтчбек 5 дв.,120000,4,левый,1.8 AT LTZ; хэтчбек 5 дв.; черный; 1.8 литра; цена 720000 р.; коробка автомат
УАЗ,Патриот,2012,1,False,2012,2.7,бензин,128,механика,4WD,внедорожник,183540,3,левый,2.7 MT Comfort
Toyota,Corolla,2016,11,False,2016,1.6,бензин,122,вариатор,передний,седан,82000,1,левый,1.6 CVT Стиль
Volkswagen,Passat,1992,3,False,1992,1.8,бензин,90,механика,передний,седан,N/A,N/A,левый,N/A
Mazda,CX 30,2022,1,False,302022,2.5,бензин,185,автомат,4WD,внедорожник,11000,N/A,левый,N/A
Honda,Avancier,2000,1,False,2000,3.0,бензин,215,АКПП,передний,универсал,98000,3,правый,3.0 V
Toyota,Caldina,1993,1,False,1993,2.0,бензин,140,АКПП,передний,"Clean-Ace, электро-регулировка и складывание зеркал, все стёкла с электроприводом, гур, тахометр, экономайзер, кондиционер, рейлинги, центр замок, туманки, подогрев и дворник заднего стекла! СИГНАЛИЗАЦИЯ с автозапуском и обратной связью! МУЗЫКА Pioneer с usb и ауксом! Установлен ВИДЕОРЕГИСТРАТОР! КРАСИВЫЕ ДИСКИ R15! Ветровики! Торг в разумных пределах! Моя цена адекватная! Посмотрите как востребованы эти ТОЙОТЫ в такой комплектации и с бензиновым мотором!",350000,3,правый,(рейлинги и полный электропакет)
Лада,Гранта,2022,N/A,False,2022,1.6,бензин,90,механика,передний,лифтбек,54000,1,левый,1.6 MT Classic
Volkswagen,Passat,2011,7,False,2011,1.8,бензин,152,робот,передний,седан,158361,2,левый,1.8 TSI DSG Comfortline
Mazda,Axela,2007,1,True,2007,1.5,бензин,114,АКПП,передний,хэтчбек 5 дв.,168333,2,правый,N/A
Mazda,Proceed Marvie,1997,1,True,1997,2.5,дизель,125,АКПП,4WD,внедорожник,400000,4,правый,2.5DT Marvie
Honda,Insight,2012,2,True,2012,1.3,бензин,88,вариатор,передний,лифтбек,175000,1,правый,N/A
Honda,Fit,2010,2,False,2010,1.5,бензин,120,вариатор,передний,хэтчбек,250000,2,правый,1.5 RS; серый; цена 800тысяч р.; бензин; 1.5 литра
Volkswagen,Teramont X,2025,1,True,2025,2.0,бензин,220,робот,4WD,"• Бензиновый двигатель, 2 л., 220 л.с. • Роботизированная коробка передач • Антиблокировочная система • Антипробуксовочная система • Система курсовой устойчивости • Система помощи при экстренном торможении • Датчик усталости водителя • Датчик давления в шинах • Подушки безопасности водителя с защитой коленей • Подушки безопасности пассажира • Боковые передние и задние подушки безопасности • Оконные шторки безопасности • Блокировка замков задних дверей • Система крепления детских автокресел • Сигнализация • Иммобилайзер • Центральный замок • Бортовой компьютер • Адаптивный круиз-контроль • Парктроник передний и задний • Камера 360° • Система автоматической парковки • Система помощи при старте в гору • Система помощи при спуске с горы • Система управления дальним светом • Датчик света • Датчик дождя • Усилитель руля • Запуск двигателя с кнопки • Система доступа без ключа • Регулировка руля • Электрорегулировка сиденья пассажира с памятью положения • Электростеклоподъемники передние и задние • Электропривод зеркал • Электропривод крышки багажника • Климат-контроль многозонный • Подогрев сидений водителя, пассажира и задних пассажиров • Обогрев зеркал • Навигационная система • USB • Функция Apple CarPlay • Функция Android Auto • Голосовое управление • Bluetooth • Электронная приборная панель • Мультифункциональное рулевое колесо • Беспроводная зарядка для телефона • Розетка 12V • Обивка салона экокожей • Кожаный руль • Панорамная крыша • Третий задний подголовник • Передний центральный подлокотник • Размер дисков 20″ • Светодиодные фары • Адаптивные фары • Огни дневного хода • Корректор фар • Докатка",N/A,22203601220,левый,2.0 380 TSI DSG Respect Luxury
