brand,model,year,generation,price,price_num,engine,power_l_s,transmission,drive,body_type,mileage,owners_count,steering,equipment
Лада,21099,1997,1 поколение,N/A,N/A,"бензин, 1.5 л",70,механика,передний,N/A,20 км,4,левый,N/A
GAC,M8,2024,2 поколение,N/A,N/A,"бензин, 2.0 л",231,АКПП,передний,N/A,новый автомобиль,N/A,левый,2.0T GDI 8AT 2WD GX Premium; новая; АКПП; передний привод; 2л.
Great,Wall Poer,2024,"1 поколение, рестайлинг",N/A,N/A,"бензин, 2.0 л",218,АКПП,4WD,N/A,новый автомобиль,N/A,левый,2.0 AT 4WD Elite
Belgee,X70,2025,1 поколение,N/A,N/A,"бензин, 1.5 л, гибрид",177,робот,4WD,N/A,новый автомобиль,N/A,левый,1.5T AMT Prestige
Toyota,Camry,2012,8 поколение,N/A,N/A,"бензин, 2.5 л, ГБО",181,АКПП,передний,седан,241 000 км,3,левый,N/A
Haval,Dargo,2024,1 поколение,N/A,N/A,"бензин, 2.0 л",192,робот,4WD,N/A,новый автомобиль,N/A,левый,X 2.0 GDIT DCT AWD Premium
Audi,A4,2019,5 поколение,N/A,N/A,"бензин, 1.4 л",150,робот,передний,седан,176 000 км,1,левый,1.4 35 TFSI S tronic Advance
Volkswagen,Talagon,2025,1 поколение,N/A,N/A,"бензин, 2.0 л",220,робот,4WD,N/A,51 км,1,левый,Volkswagen Talagon I 2.0 AMT (220 л.с.) 4WD Shengjing Edition (China)
Haval,Jolion,2025,"1 поколение, рестайлинг",N/A,N/A,"бензин, 1.5 л",150,робот,4WD,N/A,новый автомобиль,N/A,левый,1.5 DCT 4WD Premium
Haval,F7x,2025,2 поколение,N/A,N/A,"бензин, 2.0 л",192,робот,4WD,N/A,новый автомобиль,N/A,левый,2.0 SAT 4WD Tech Plus
Opel,Astra,2012,"3 поколение, рестайлинг",N/A,N/A,"бензин, 1.6 л",115,механика,передний,хэтчбек 5 дв.,163 200 км,2,левый,антивандальный материал
Haval,Dargo,2024,1 поколение,N/A,N/A,"бензин, 2.0 л",192,робот,4WD,N/A,новый автомобиль,N/A,левый,2.0 GDIT DCT AWD Elite
Haval,Jolion,2025,"1 поколение, рестайлинг",N/A,N/A,"бензин, 1.5 л",143,робот,передний,N/A,новый автомобиль,N/A,левый,1.5 DCT Premium
Toyota,Aristo,2001,"2 поколение, рестайлинг",N/A,N/A,"бензин, 3.0 л",280,АКПП,задний,N/A,270 000 км,4,правый,3.0 V300 Vertex edition
Kia,Cerato,2010,2 поколение,N/A,N/A,"бензин, 1.6 л",126,АКПП,передний,седан,280 000 км,2,левый,1.6 AT Luxe+; 1.6л.
Haval,M6,2025,2 поколение,N/A,N/A,"бензин, 1.5 л",143,робот,передний,N/A,новый автомобиль,N/A,левый,1.5T DCT
Toyota,Camry,2013,8 поколение,N/A,N/A,"бензин, 2.5 л",181,АКПП,передний,седан,160 000 км,N/A,левый,N/A
Chery,Tiggo 7 Pro Max,2024,"1 поколение, рестайлинг",N/A,N/A,"бензин, 1.6 л",150,робот,4WD,N/A,13 900 км,1,левый,Ultra; без ДТП; б/у; бензин; пробег 13 тыс.км; 1.6 литра
Nissan,Terrano,1999,"2 поколение, рестайлинг",N/A,N/A,"дизель, 3.0 л",170,АКПП,4WD,джип/suv 5 дв.,325 293 км,3,правый,3.0DT R3m SE limited
Haval,F7x,2025,2 поколение,N/A,N/A,"бензин, 2.0 л",192,робот,4WD,N/A,новый автомобиль,N/A,левый,2.0 SAT 4WD Tech Plus
Mitsubishi,ek Custom,2013,1 поколение,N/A,N/A,"бензин, 0.7 л",49,вариатор,передний,N/A,112 000 км,1,правый,660 G
Haval,Jolion,2025,"1 поколение, рестайлинг",N/A,N/A,"бензин, 1.5 л",150,робот,4WD,N/A,новый автомобиль,N/A,левый,1.5 DCT 4WD Tech+
Toyota,Mark II,1995,"7 поколение, рестайлинг",N/A,N/A,"бензин, 2.0 л",135,АКПП,задний,седан,440 000 км,4,правый,N/A
Nissan,Maxima,1997,4 поколение,N/A,N/A,"бензин, 3.0 л",193,механика,передний,N/A,199 999 км,3,левый,3.0 MT Ambiente; руль левый; пробег 199 тысяч км; механика
Лада,Гранта,2021,"1 поколение, 2 рестайлинг",N/A,N/A,"бензин, 1.6 л",90,механика,передний,седан,48 000 км,2,левый,"""Люкс"". Куплена 11.04.2022. Машина 21 года выпуска; к дилеру..."
Honda,Fit,2002,1 поколение,N/A,N/A,"бензин, 1.5 л",110,вариатор,передний,N/A,150 000 км,2,правый,1.5 T
Лада,2109,1996,"1 поколение, рестайлинг",N/A,N/A,"бензин, 1.5 л",70,механика,передний,N/A,105 000 км,4,левый,N/A
SsangYong,Actyon,2013,2 поколение,N/A,N/A,"дизель, 2.0 л",149,механика,4WD,N/A,189 000 км,3,левый,2.0D MT 4WD Original
Лада,Приора,2015,"1 поколение, рестайлинг",N/A,N/A,"бензин, 1.6 л",106,механика,передний,седан,131 150 км,N/A,левый,N/A
Toyota,ist,2003,1 поколение,N/A,N/A,"бензин, 1.3 л",87,АКПП,передний,N/A,300 000 км,N/A,правый,1.3 F
Mazda,Mazda6,2006,"1 поколение, рестайлинг",N/A,N/A,"бензин, 1.8 л",120,механика,передний,седан,260 000 км,3,левый,1.8 MT Base
Lexus,GX460,2010,2 поколение,N/A,N/A,"бензин, 4.6 л",296,АКПП,4WD,N/A,188 000 км,N/A,левый,4.6 AT Premium Sport; бензин; черный; автомат
ГАЗ,3110 Волга,2001,1 поколение,N/A,N/A,2.4 л,581,механика,передний,седан,200 000 км,3,левый,N/A
Haval,Jolion,2024,"1 поколение, рестайлинг",N/A,N/A,"бензин, 1.5 л",150,робот,4WD,"- Обмен Вашего автомобиля на приобретаемый; - Срочный выкуп авто; - Комиссионная реализация Вашего авто; - Подбор автомобиля по Вашим параметрам и характеристикам ЧТОБЫ ПОСМОТРЕТЬ ВСЕ АВТОМОБИЛИ В НАЛИЧИИ, НАЖМИТЕ « ПОСМОТРЕТЬ КАРТОЧКУ ПРОДАВЦА »",10 950 км,1,левый,1.5 DCT 4WD Tech+
Лада,Гранта,2013,1 поколение,N/A,N/A,"бензин, 1.6 л",87,механика,передний,седан,230 000 км,1,левый,1.6 MT Норма 012; бензин; седан; МКПП
Renault,Duster,2016,"1 поколение, рестайлинг",N/A,N/A,"бензин, 1.6 л",114,механика,передний,N/A,40 515 км,2,левый,N/A
Nissan,Teana,2007,"1 поколение, рестайлинг",N/A,N/A,"бензин, 2.3 л",173,АКПП,передний,N/A,380 000 км,4,левый,2.3 AT Luxury
Nissan,March,2004,3 поколение,N/A,N/A,"бензин, 1.2 л",90,АКПП,передний,хэтчбек 5 дв.,180 000 км,2,правый,N/A
Porsche,Panamera,2017,2 поколение,N/A,N/A,"бензин, 2.9 л",440,робот,4WD,лифтбек,64 000 км,3,левый,2.9 PDK 4S; лифтбек; 2.9л.; б/у; автомат
Skoda,Praktik,2007,N/A,N/A,N/A,"дизель, 1.4 л",69,механика,передний,N/A,180 200 км,4,левый,N/A
Land,Rover Freelander,2001,1 поколение,N/A,N/A,"бензин, 2.5 л",177,АКПП,4WD,джип/suv 5 дв.,197 000 км,3,левый,2.5 AT 4WD
Toyota,Camry,2018,9 поколение,N/A,N/A,"бензин, 3.5 л",249,АКПП,передний,седан,220 000 км,2,левый,N/A
Lexus,RX300,2018,4 поколение,N/A,N/A,"бензин, 2.0 л",238,АКПП,4WD,N/A,18 338 км,1,правый,RX300 F Sport 4WD; бензин
Nissan,Qashqai,2008,1 поколение,N/A,N/A,"бензин, 2.0 л",141,вариатор,4WD,N/A,217 000 км,3,левый,2.0 CVT SE+ 4x4; бензин
Daewoo,Nexia,2007,"1 поколение, рестайлинг",N/A,N/A,"бензин, 1.5 л, ГБО",85,механика,передний,седан,300 000 км,4,левый,1.5 MT DOHC GLE
Audi,A4,2015,"4 поколение, рестайлинг",N/A,N/A,"бензин, 1.8 л",170,вариатор,передний,седан,142 943 км,3,левый,N/A
Skoda,Octavia,2010,"2 поколение, рестайлинг",N/A,N/A,"бензин, 1.4 л",80,механика,передний,лифтбек,275 000 км,2,левый,1.4 MPI MT Classic
Mercedes,Benz C Class,2014,4 поколение,N/A,N/A,"бензин, 1.6 л, ГБО",156,АКПП,задний,седан,101 000 км,2,левый,C 180 AT AMG Line
Лада,Калина,2011,1 поколение,N/A,N/A,"бензин, 1.6 л",89,механика,передний,универсал,283 991 км,3,N/A,N/A
Audi,Q3,2024,2 поколение,N/A,N/A,"бензин, 2.0 л",220,робот,4WD,"адаптивный круиз-контроль, парктроники спереди и сзади, система курсовой стабилизации, антипробуксовочная и антиблокировочная системы, система предотвращения столкновений и система помощи при торможении. Датчики давления в шинах помогают следить за состоянием резины, а система помощи при старте в гору облегчает движение на подъёмах. В салоне с комбинированной обивкой есть декоративные элементы подсветки, рулевое колесо отделано кожей. Спортивные передние сидения и передний центральный подлокотник добавляют комфорта, а третий задний подголовник и крепления для детских кресел обеспечивают удобство и безопасность для пассажиров. Дополнительные удобства предоставляют такие функции, как открытие багажника без помощи рук, обогрев и электрорегулировка зеркал, датчик дождя и датчик света. Автомобиль также оснащён иммобилайзером и сигнализацией, что повышает его защищённость. Накладки на пороги и докатка дополняют список практичных опций. УНИКАЛЬНОЕ ПРЕДЛОЖЕНИЕ ✅КРЕДИТ ОТ 4, 9% ГОДОВЫХ✅ НА АВТОМОБИЛИ С ПРОБЕГОМ Ваши преимущества покупки автомобиля в ГК АВТОДОМ ✅Во всех наших дилерских центрах у вас есть возможность приобрести автомобиль с пробегом в кредит на выгодных условиях! ✅Гарантия АВТОДОМ защищает вас от непредвиденных расходов на ремонт вашего автомобиля с пробегом! ✅Более 1300 автомобилей в наличии! ✅Специальные выгоды при обмене Вашего автомобиля на любой с пробегом. Автомобиль в наличии у официального дилера АВТОДОМ Ауди Центр Таганка по адресу: Москва, Михайловский пр. 3/25. Ауди Центр Таганка - первый официальный дилер Audi в Москве и один из первых официальных дилеров в России, является крупнейшем дилерским центром в Москве. -  Подробности уточняйте в отделе продаж. -  ⁠Кредит предоставляет АО «Т-банк», Универсальная лицензия ЦБ РФ на осуществление банковских операций № 2673 от 11 апреля 2022 года. Ставка от 4, 9% предоставляется с учетом доп. услуг банка Срок кредитования от 12 до 96 мес. Без первоначального взноса",17 919 км,1,левый,2.0 45 TFSI S tronic quattro Fashion; 2 л.; акпп; 4 wd; бензин; белый
